"USER_ID","CHANNEL_NUM","START_TIME","DURATION"
"34106681","893912",20210822 05:30:00,900
"35065681","893912",20210822 05:30:00,900
"35079681","893912",20210822 05:30:00,900
"38563681","893912",20210822 05:30:00,900
"38605681","893912",20210822 05:30:00,900
"38608681","893912",20210822 05:30:00,900
"35779181","893912",20210822 05:45:00,900
"32784281","893912",20210822 05:45:00,900
"37636281","893912",20210822 05:45:00,882
"30507581","893912",20210822 05:45:00,900
"31577581","893912",20210822 05:45:00,900
"35240581","893912",20210822 05:45:00,900
"35938581","893912",20210822 05:45:00,900
"30422681","893912",20210822 05:45:00,900
"30580681","893912",20210822 05:45:00,900
"34106681","893912",20210822 05:45:00,900
"35065681","893912",20210822 05:45:00,900
"35079681","893912",20210822 05:45:00,900
"38563681","893912",20210822 05:45:00,900
"38605681","893912",20210822 05:45:00,900
"38608681","893912",20210822 05:45:00,900
"35779181","893912",20210822 06:00:00,900
"32784281","893912",20210822 06:00:00,900
"37636281","893912",20210822 06:00:00,900
"30507581","893912",20210822 06:00:00,900
"31577581","893912",20210822 06:00:00,900
"35240581","893912",20210822 06:00:00,900
"35938581","893912",20210822 06:00:00,900
"30422681","893912",20210822 06:00:00,900
"30580681","893912",20210822 06:00:00,900
"34106681","893912",20210822 06:00:00,900
"35065681","893912",20210822 06:00:00,900
"35079681","893912",20210822 06:00:00,900
"38563681","893912",20210822 06:00:00,900
"38605681","893912",20210822 06:00:00,900
"38608681","893912",20210822 06:00:00,900
"35779181","893912",20210822 06:15:00,900
"32784281","893912",20210822 06:15:00,900
"37636281","893912",20210822 06:15:00,900
"30507581","893912",20210822 06:15:00,741
"31577581","893912",20210822 06:15:00,900
"35240581","893912",20210822 06:15:00,900
"35938581","893912",20210822 06:15:00,900
"30422681","893912",20210822 06:15:00,900
"30580681","893912",20210822 06:15:00,900
"32807681","893912",20210822 06:15:00,857
"34106681","893912",20210822 06:15:00,900
"35065681","893912",20210822 06:15:00,900
"35079681","893912",20210822 06:15:00,900
"38563681","893912",20210822 06:15:00,900
"38605681","893912",20210822 06:15:00,900
"38608681","893912",20210822 06:15:00,900
"35779181","893912",20210822 06:30:00,900
"32784281","893912",20210822 06:30:00,900
"37636281","893912",20210822 06:30:00,900
"30507581","893912",20210822 06:30:00,854
"31577581","893912",20210822 06:30:00,900
"35240581","893912",20210822 06:30:00,900
"35938581","893912",20210822 06:30:00,900
"30422681","893912",20210822 06:30:00,900
"30580681","893912",20210822 06:30:00,900
"34106681","893912",20210822 06:30:00,900
"35065681","893912",20210822 06:30:00,900
"35079681","893912",20210822 06:30:00,900
"38563681","893912",20210822 06:30:00,900
"38605681","893912",20210822 06:30:00,900
"38608681","893912",20210822 06:30:00,900
"35779181","893912",20210822 06:45:00,900
"32784281","893912",20210822 06:45:00,900
"37636281","893912",20210822 06:45:00,900
"30507581","893912",20210822 06:45:00,900
"31577581","893912",20210822 06:45:00,900
"35240581","893912",20210822 06:45:00,900
"35938581","893912",20210822 06:45:00,900
"30422681","893912",20210822 06:45:00,900
"30580681","893912",20210822 06:45:00,900
"34106681","893912",20210822 06:45:00,900
"35065681","893912",20210822 06:45:00,900
"35079681","893912",20210822 06:45:00,900
"38563681","893912",20210822 06:45:00,900
"38605681","893912",20210822 06:45:00,900
"38608681","893912",20210822 06:45:00,900
"35779181","893912",20210822 07:00:00,900
"32784281","893912",20210822 07:00:00,900
"37636281","893912",20210822 07:00:00,900
"30507581","893912",20210822 07:00:00,900
"31577581","893912",20210822 07:00:00,900
"35240581","893912",20210822 07:00:00,900
"35938581","893912",20210822 07:00:00,900
"30422681","893912",20210822 07:00:00,900
"30580681","893912",20210822 07:00:00,900
"34106681","893912",20210822 07:00:00,900
"35065681","893912",20210822 07:00:00,805
"35079681","893912",20210822 07:00:00,900
"38563681","893912",20210822 07:00:00,900
"38605681","893912",20210822 07:00:00,900
"38608681","893912",20210822 07:00:00,900
"35779181","893912",20210822 07:15:00,900
"32784281","893912",20210822 07:15:00,900
"37636281","893912",20210822 07:15:00,900
"30507581","893912",20210822 07:15:00,900
"31577581","893912",20210822 07:15:00,900
"35240581","893912",20210822 07:15:00,900
"35938581","893912",20210822 07:15:00,900
"30422681","893912",20210822 07:15:00,900
"30580681","893912",20210822 07:15:00,900
"34106681","893912",20210822 07:15:00,900
"35065681","893912",20210822 07:15:00,900
"35079681","893912",20210822 07:15:00,900
"38563681","893912",20210822 07:15:00,900
"38605681","893912",20210822 07:15:00,900
"38608681","893912",20210822 07:15:00,900
"35779181","893912",20210822 07:30:00,900
"32784281","893912",20210822 07:30:00,900
"37636281","893912",20210822 07:30:00,900
"39996481","893912",20210822 07:30:00,668
"30507581","893912",20210822 07:30:00,900
"31577581","893912",20210822 07:30:00,900
"35240581","893912",20210822 07:30:00,900
"35938581","893912",20210822 07:30:00,900
"30422681","893912",20210822 07:30:00,900
"30580681","893912",20210822 07:30:00,900
"33881681","893912",20210822 07:30:00,900
"34106681","893912",20210822 07:30:00,900
"35065681","893912",20210822 07:30:00,900
"35079681","893912",20210822 07:30:00,900
"38563681","893912",20210822 07:30:00,900
"38605681","893912",20210822 07:30:00,900
"38608681","893912",20210822 07:30:00,900
"35779181","893912",20210822 07:45:00,900
"32784281","893912",20210822 07:45:00,900
"37636281","893912",20210822 07:45:00,900
"30507581","893912",20210822 07:45:00,900
"31577581","893912",20210822 07:45:00,900
"35240581","893912",20210822 07:45:00,900
"35938581","893912",20210822 07:45:00,900
"30422681","893912",20210822 07:45:00,900
"30580681","893912",20210822 07:45:00,900
"33881681","893912",20210822 07:45:00,900
"34106681","893912",20210822 07:45:00,900
"35065681","893912",20210822 07:45:00,900
"35079681","893912",20210822 07:45:00,900
"38563681","893912",20210822 07:45:00,900
"38605681","893912",20210822 07:45:00,900
"38608681","893912",20210822 07:45:00,900
"35779181","893912",20210822 08:00:00,900
"32784281","893912",20210822 08:00:00,900
"37636281","893912",20210822 08:00:00,900
"30507581","893912",20210822 08:00:00,900
"31577581","893912",20210822 08:00:00,900
"35240581","893912",20210822 08:00:00,900
"35938581","893912",20210822 08:00:00,900
"30422681","893912",20210822 08:00:00,900
"30580681","893912",20210822 08:00:00,886
"33881681","893912",20210822 08:00:00,900
"34106681","893912",20210822 08:00:00,900
"35065681","893912",20210822 08:00:00,900
"35079681","893912",20210822 08:00:00,900
"38563681","893912",20210822 08:00:00,900
"38605681","893912",20210822 08:00:00,900
"38608681","893912",20210822 08:00:00,900
"35779181","893912",20210822 08:15:00,900
"32784281","893912",20210822 08:15:00,900
"37636281","893912",20210822 08:15:00,900
"30507581","893912",20210822 08:15:00,900
"31577581","893912",20210822 08:15:00,900
"35240581","893912",20210822 08:15:00,900
"35938581","893912",20210822 08:15:00,900
"30422681","893912",20210822 08:15:00,900
"30580681","893912",20210822 08:15:00,900
"33881681","893912",20210822 08:15:00,900
"34106681","893912",20210822 08:15:00,896
"35065681","893912",20210822 08:15:00,900
"35079681","893912",20210822 08:15:00,900
"38563681","893912",20210822 08:15:00,900
"38605681","893912",20210822 08:15:00,900
"38608681","893912",20210822 08:15:00,900
"35779181","893912",20210822 08:30:00,900
"32784281","893912",20210822 08:30:00,900
"37636281","893912",20210822 08:30:00,900
"30507581","893912",20210822 08:30:00,900
"31577581","893912",20210822 08:30:00,900
"35240581","893912",20210822 08:30:00,900
